,Districtid,monthid,cases
300,AR_Kamle,12,0
301,AR_Kamle,13,0
302,AR_Kamle,14,6
303,AR_Kamle,15,117
304,AR_Kamle,16,145
305,AR_Kamle,17,177
306,AR_Kra Daadi,1,0
307,AR_Kra Daadi,2,0
308,AR_Kra Daadi,3,0
309,AR_Kra Daadi,4,0
310,AR_Kra Daadi,5,0
311,AR_Kra Daadi,6,4
312,AR_Kra Daadi,7,27
313,AR_Kra Daadi,8,5
314,AR_Kra Daadi,9,1
315,AR_Kra Daadi,10,0
316,AR_Kra Daadi,11,0
317,AR_Kra Daadi,12,0
318,AR_Kra Daadi,13,0
319,AR_Kra Daadi,14,13
320,AR_Kra Daadi,15,87
321,AR_Kra Daadi,16,77
322,AR_Kra Daadi,17,42
323,AR_Kurung Kumey,1,0
324,AR_Kurung Kumey,2,0
325,AR_Kurung Kumey,3,0
326,AR_Kurung Kumey,4,0
327,AR_Kurung Kumey,5,0
328,AR_Kurung Kumey,6,20
329,AR_Kurung Kumey,7,85
330,AR_Kurung Kumey,8,10
331,AR_Kurung Kumey,9,3
332,AR_Kurung Kumey,10,0
333,AR_Kurung Kumey,11,0
334,AR_Kurung Kumey,12,0
335,AR_Kurung Kumey,13,0
336,AR_Kurung Kumey,14,6
337,AR_Kurung Kumey,15,125
338,AR_Kurung Kumey,16,229
339,AR_Kurung Kumey,17,27
340,AR_Lepa Rada,1,0
341,AR_Lepa Rada,2,0
342,AR_Lepa Rada,3,0
343,AR_Lepa Rada,4,8
344,AR_Lepa Rada,5,7
345,AR_Lepa Rada,6,63
346,AR_Lepa Rada,7,81
347,AR_Lepa Rada,8,72
348,AR_Lepa Rada,9,39
349,AR_Lepa Rada,10,10
350,AR_Lepa Rada,11,1
351,AR_Lepa Rada,12,0
352,AR_Lepa Rada,13,3
353,AR_Lepa Rada,14,49
354,AR_Lepa Rada,15,103
355,AR_Lepa Rada,16,144
356,AR_Lepa Rada,17,192
357,AR_Lohit,1,0
358,AR_Lohit,2,1
359,AR_Lohit,3,1
360,AR_Lohit,4,1
361,AR_Lohit,5,112
362,AR_Lohit,6,73
363,AR_Lohit,7,177
364,AR_Lohit,8,177
365,AR_Lohit,9,8
366,AR_Lohit,10,9
367,AR_Lohit,11,1
368,AR_Lohit,12,0
369,AR_Lohit,13,2
370,AR_Lohit,14,206
371,AR_Lohit,15,577
372,AR_Lohit,16,640
373,AR_Lohit,17,625
374,AR_Longding,1,0
375,AR_Longding,2,0
376,AR_Longding,3,1
377,AR_Longding,4,4
378,AR_Longding,5,12
379,AR_Longding,6,69
380,AR_Longding,7,114
381,AR_Longding,8,36
382,AR_Longding,9,3
383,AR_Longding,10,4
384,AR_Longding,11,0
385,AR_Longding,12,0
386,AR_Longding,13,0
387,AR_Longding,14,21
388,AR_Longding,15,108
389,AR_Longding,16,225
390,AR_Longding,17,121
391,AR_Lower Dibang Valley,1,0
392,AR_Lower Dibang Valley,2,0
393,AR_Lower Dibang Valley,3,2
394,AR_Lower Dibang Valley,4,3
395,AR_Lower Dibang Valley,5,27
396,AR_Lower Dibang Valley,6,124
397,AR_Lower Dibang Valley,7,131
398,AR_Lower Dibang Valley,8,137
399,AR_Lower Dibang Valley,9,29
400,AR_Lower Dibang Valley,10,9
401,AR_Lower Dibang Valley,11,1
402,AR_Lower Dibang Valley,12,0
403,AR_Lower Dibang Valley,13,27
404,AR_Lower Dibang Valley,14,599
405,AR_Lower Dibang Valley,15,467
406,AR_Lower Dibang Valley,16,292
407,AR_Lower Dibang Valley,17,288
408,AR_Lower Siang,1,0
409,AR_Lower Siang,2,0
410,AR_Lower Siang,3,0
411,AR_Lower Siang,4,4
412,AR_Lower Siang,5,64
413,AR_Lower Siang,6,83
414,AR_Lower Siang,7,114
415,AR_Lower Siang,8,10
416,AR_Lower Siang,9,7
417,AR_Lower Siang,10,4
418,AR_Lower Siang,11,0
419,AR_Lower Siang,12,0
420,AR_Lower Siang,13,0
421,AR_Lower Siang,14,68
422,AR_Lower Siang,15,85
423,AR_Lower Siang,16,98
424,AR_Lower Siang,17,154
425,AR_Lower Subansiri,1,0
426,AR_Lower Subansiri,2,0
427,AR_Lower Subansiri,3,0
428,AR_Lower Subansiri,4,12
429,AR_Lower Subansiri,5,28
430,AR_Lower Subansiri,6,77
431,AR_Lower Subansiri,7,149
432,AR_Lower Subansiri,8,84
433,AR_Lower Subansiri,9,17
434,AR_Lower Subansiri,10,0
435,AR_Lower Subansiri,11,0
436,AR_Lower Subansiri,12,0
437,AR_Lower Subansiri,13,0
438,AR_Lower Subansiri,14,287
439,AR_Lower Subansiri,15,648
440,AR_Lower Subansiri,16,342
441,AR_Lower Subansiri,17,924
442,AR_Namsai,1,0
443,AR_Namsai,2,0
444,AR_Namsai,3,3
445,AR_Namsai,4,21
446,AR_Namsai,5,141
447,AR_Namsai,6,31
448,AR_Namsai,7,87
449,AR_Namsai,8,93
450,AR_Namsai,9,20
451,AR_Namsai,10,5
452,AR_Namsai,11,1
453,AR_Namsai,12,3
454,AR_Namsai,13,4
455,AR_Namsai,14,194
456,AR_Namsai,15,722
457,AR_Namsai,16,276
458,AR_Namsai,17,294
459,AR_Pakke Kessang,1,0
460,AR_Pakke Kessang,2,0
461,AR_Pakke Kessang,3,0
462,AR_Pakke Kessang,4,0
463,AR_Pakke Kessang,5,0
464,AR_Pakke Kessang,6,30
465,AR_Pakke Kessang,7,61
466,AR_Pakke Kessang,8,30
467,AR_Pakke Kessang,9,6
468,AR_Pakke Kessang,10,3
469,AR_Pakke Kessang,11,0
470,AR_Pakke Kessang,12,0
471,AR_Pakke Kessang,13,0
472,AR_Pakke Kessang,14,23
473,AR_Pakke Kessang,15,63
474,AR_Pakke Kessang,16,121
475,AR_Pakke Kessang,17,50
476,AR_Papum Pare,1,0
477,AR_Papum Pare,2,0
478,AR_Papum Pare,3,8
479,AR_Papum Pare,4,210
480,AR_Papum Pare,5,795
481,AR_Papum Pare,6,1310
482,AR_Papum Pare,7,3124
483,AR_Papum Pare,8,873
484,AR_Papum Pare,9,195
485,AR_Papum Pare,10,49
486,AR_Papum Pare,11,5
487,AR_Papum Pare,12,1
488,AR_Papum Pare,13,24
489,AR_Papum Pare,14,1623
490,AR_Papum Pare,15,2325
491,AR_Papum Pare,16,2778
492,AR_Papum Pare,17,3492
493,AR_Shi Yomi,1,0
494,AR_Shi Yomi,2,0
495,AR_Shi Yomi,3,0
496,AR_Shi Yomi,4,0
497,AR_Shi Yomi,5,4
498,AR_Shi Yomi,6,17
499,AR_Shi Yomi,7,5
500,AR_Shi Yomi,8,67
501,AR_Shi Yomi,9,10
502,AR_Shi Yomi,10,0
503,AR_Shi Yomi,11,0
504,AR_Shi Yomi,12,0
505,AR_Shi Yomi,13,0
506,AR_Shi Yomi,14,3
507,AR_Shi Yomi,15,22
508,AR_Shi Yomi,16,30
509,AR_Shi Yomi,17,64
510,AR_Siang,1,0
511,AR_Siang,2,0
512,AR_Siang,3,0
513,AR_Siang,4,1
514,AR_Siang,5,2
515,AR_Siang,6,41
516,AR_Siang,7,20
517,AR_Siang,8,52
518,AR_Siang,9,13
519,AR_Siang,10,1
520,AR_Siang,11,0
521,AR_Siang,12,0
522,AR_Siang,13,0
523,AR_Siang,14,4
524,AR_Siang,15,37
525,AR_Siang,16,92
526,AR_Siang,17,122
527,AR_Tawang,1,0
528,AR_Tawang,2,0
529,AR_Tawang,3,1
530,AR_Tawang,4,0
531,AR_Tawang,5,66
532,AR_Tawang,6,159
533,AR_Tawang,7,95
534,AR_Tawang,8,64
535,AR_Tawang,9,28
536,AR_Tawang,10,60
537,AR_Tawang,11,3
538,AR_Tawang,12,0
539,AR_Tawang,13,0
540,AR_Tawang,14,182
541,AR_Tawang,15,821
542,AR_Tawang,16,352
543,AR_Tawang,17,417
544,AR_Tirap,1,0
545,AR_Tirap,2,0
546,AR_Tirap,3,1
547,AR_Tirap,4,4
548,AR_Tirap,5,71
549,AR_Tirap,6,146
550,AR_Tirap,7,228
551,AR_Tirap,8,98
552,AR_Tirap,9,17
553,AR_Tirap,10,5
554,AR_Tirap,11,0
555,AR_Tirap,12,2
556,AR_Tirap,13,2
557,AR_Tirap,14,69
558,AR_Tirap,15,64
559,AR_Tirap,16,128
560,AR_Tirap,17,134
561,AR_Upper Dibang Valley,1,0
562,AR_Upper Dibang Valley,2,0
563,AR_Upper Dibang Valley,3,0
564,AR_Upper Dibang Valley,4,0
565,AR_Upper Dibang Valley,5,0
566,AR_Upper Dibang Valley,6,4
567,AR_Upper Dibang Valley,7,12
568,AR_Upper Dibang Valley,8,7
569,AR_Upper Dibang Valley,9,0
570,AR_Upper Dibang Valley,10,0
571,AR_Upper Dibang Valley,11,0
572,AR_Upper Dibang Valley,12,0
573,AR_Upper Dibang Valley,13,0
574,AR_Upper Dibang Valley,14,57
575,AR_Upper Dibang Valley,15,108
576,AR_Upper Dibang Valley,16,35
577,AR_Upper Dibang Valley,17,58
578,AR_Upper Siang,1,0
579,AR_Upper Siang,2,0
580,AR_Upper Siang,3,1
581,AR_Upper Siang,4,0
582,AR_Upper Siang,5,30
583,AR_Upper Siang,6,72
584,AR_Upper Siang,7,84
585,AR_Upper Siang,8,128
586,AR_Upper Siang,9,30
587,AR_Upper Siang,10,1
588,AR_Upper Siang,11,1
589,AR_Upper Siang,12,0
590,AR_Upper Siang,13,0
591,AR_Upper Siang,14,32
592,AR_Upper Siang,15,224
593,AR_Upper Siang,16,100
594,AR_Upper Siang,17,179
595,AR_Upper Subansiri,1,0
596,AR_Upper Subansiri,2,0
597,AR_Upper Subansiri,3,0
598,AR_Upper Subansiri,4,1
599,AR_Upper Subansiri,5,12
600,AR_Upper Subansiri,6,147
601,AR_Upper Subansiri,7,183
602,AR_Upper Subansiri,8,76
603,AR_Upper Subansiri,9,4
604,AR_Upper Subansiri,10,1
605,AR_Upper Subansiri,11,0
606,AR_Upper Subansiri,12,0
607,AR_Upper Subansiri,13,2
608,AR_Upper Subansiri,14,70
609,AR_Upper Subansiri,15,475
610,AR_Upper Subansiri,16,510
611,AR_Upper Subansiri,17,374
612,AR_West Kameng,1,0
613,AR_West Kameng,2,0
614,AR_West Kameng,3,3
615,AR_West Kameng,4,24
616,AR_West Kameng,5,127
617,AR_West Kameng,6,262
618,AR_West Kameng,7,188
619,AR_West Kameng,8,155
620,AR_West Kameng,9,102
621,AR_West Kameng,10,32
622,AR_West Kameng,11,10
623,AR_West Kameng,12,0
624,AR_West Kameng,13,3
625,AR_West Kameng,14,275
626,AR_West Kameng,15,599
627,AR_West Kameng,16,809
628,AR_West Kameng,17,501
629,AR_West Siang,1,0
630,AR_West Siang,2,0
631,AR_West Siang,3,1
632,AR_West Siang,4,1
633,AR_West Siang,5,80
634,AR_West Siang,6,236
635,AR_West Siang,7,482
636,AR_West Siang,8,185
637,AR_West Siang,9,18
638,AR_West Siang,10,2
639,AR_West Siang,11,1
640,AR_West Siang,12,0
641,AR_West Siang,13,0
642,AR_West Siang,14,55
643,AR_West Siang,15,69
644,AR_West Siang,16,227
645,AR_West Siang,17,326
646,AS_Dibrugarh,1,0
647,AS_Dibrugarh,2,0
648,AS_Dibrugarh,3,0
649,AS_Dibrugarh,4,0
650,AS_Dibrugarh,5,0
651,AS_Dibrugarh,6,0
652,AS_Dibrugarh,7,0
653,AS_Dibrugarh,8,0
654,AS_Dibrugarh,9,0
655,AS_Dibrugarh,10,0
656,AS_Dibrugarh,11,0
657,AS_Dibrugarh,12,0
658,AS_Dibrugarh,13,0
659,AS_Dibrugarh,14,0
660,AS_Dibrugarh,15,0
661,AS_Dibrugarh,16,0
662,AS_Dibrugarh,17,0
663,AS_Udalguri,1,0
664,AS_Udalguri,2,0
665,AS_Udalguri,3,0
666,AS_Udalguri,4,0
667,AS_Udalguri,5,0
668,AS_Udalguri,6,0
669,AS_Udalguri,7,0
670,AS_Udalguri,8,0
671,AS_Udalguri,9,0
672,AS_Udalguri,10,0
673,AS_Udalguri,11,0
674,AS_Udalguri,12,0
675,AS_Udalguri,13,0
676,AS_Udalguri,14,0
677,AS_Udalguri,15,0
678,AS_Udalguri,16,0
679,AS_Udalguri,17,0
680,BR_Araria,1,0
681,BR_Araria,2,4
682,BR_Araria,3,84
683,BR_Araria,4,107
684,BR_Araria,5,1621
685,BR_Araria,6,2380
686,BR_Araria,7,1519
687,BR_Araria,8,819
688,BR_Araria,9,326
689,BR_Araria,10,111
690,BR_Araria,11,53
691,BR_Araria,12,14
692,BR_Araria,13,368
693,BR_Araria,14,4651
694,BR_Araria,15,2332
695,BR_Araria,16,144
696,BR_Araria,17,36
697,BR_Arwal,1,0
698,BR_Arwal,2,12
699,BR_Arwal,3,58
700,BR_Arwal,4,120
701,BR_Arwal,5,775
702,BR_Arwal,6,539
703,BR_Arwal,7,396
704,BR_Arwal,8,158
705,BR_Arwal,9,83
706,BR_Arwal,10,150
707,BR_Arwal,11,50
708,BR_Arwal,12,0
709,BR_Arwal,13,360
710,BR_Arwal,14,3771
711,BR_Arwal,15,623
712,BR_Arwal,16,63
713,BR_Arwal,17,27
714,BR_Banka,1,0
715,BR_Banka,2,15
716,BR_Banka,3,157
717,BR_Banka,4,136
718,BR_Banka,5,956
719,BR_Banka,6,690
720,BR_Banka,7,841
721,BR_Banka,8,268
722,BR_Banka,9,222
723,BR_Banka,10,162
724,BR_Banka,11,66
725,BR_Banka,12,15
726,BR_Banka,13,205
727,BR_Banka,14,2781
728,BR_Banka,15,512
729,BR_Banka,16,37
730,BR_Banka,17,14
731,BR_Begusarai,1,0
732,BR_Begusarai,2,47
733,BR_Begusarai,3,252
734,BR_Begusarai,4,619
735,BR_Begusarai,5,2814
736,BR_Begusarai,6,1912
737,BR_Begusarai,7,713
738,BR_Begusarai,8,445
739,BR_Begusarai,9,366
740,BR_Begusarai,10,506
741,BR_Begusarai,11,132
742,BR_Begusarai,12,46
743,BR_Begusarai,13,756
744,BR_Begusarai,14,14125
745,BR_Begusarai,15,3371
746,BR_Begusarai,16,163
747,BR_Begusarai,17,69
748,BR_Bhagalpur,1,0
749,BR_Bhagalpur,2,33
750,BR_Bhagalpur,3,293
751,BR_Bhagalpur,4,807
752,BR_Bhagalpur,5,2661
753,BR_Bhagalpur,6,2654
754,BR_Bhagalpur,7,1185
755,BR_Bhagalpur,8,744
756,BR_Bhagalpur,9,482
757,BR_Bhagalpur,10,272
758,BR_Bhagalpur,11,68
759,BR_Bhagalpur,12,39
760,BR_Bhagalpur,13,2041
761,BR_Bhagalpur,14,11344
762,BR_Bhagalpur,15,1688
763,BR_Bhagalpur,16,124
764,BR_Bhagalpur,17,53
765,BR_Bhojpur,1,0
766,BR_Bhojpur,2,29
767,BR_Bhojpur,3,115
768,BR_Bhojpur,4,273
769,BR_Bhojpur,5,2280
770,BR_Bhojpur,6,1093
771,BR_Bhojpur,7,456
772,BR_Bhojpur,8,354
773,BR_Bhojpur,9,134
774,BR_Bhojpur,10,208
775,BR_Bhojpur,11,44
776,BR_Bhojpur,12,18
777,BR_Bhojpur,13,589
778,BR_Bhojpur,14,3669
779,BR_Bhojpur,15,570
780,BR_Bhojpur,16,60
781,BR_Bhojpur,17,43
782,BR_Buxar,1,0
783,BR_Buxar,2,59
784,BR_Buxar,3,99
785,BR_Buxar,4,177
786,BR_Buxar,5,1943
787,BR_Buxar,6,823
788,BR_Buxar,7,377
789,BR_Buxar,8,167
790,BR_Buxar,9,140
791,BR_Buxar,10,101
792,BR_Buxar,11,14
793,BR_Buxar,12,2
794,BR_Buxar,13,437
795,BR_Buxar,14,4008
796,BR_Buxar,15,618
797,BR_Buxar,16,20
798,BR_Buxar,17,7
799,BR_Darbhanga,1,0
800,BR_Darbhanga,2,16
801,BR_Darbhanga,3,133
802,BR_Darbhanga,4,256
803,BR_Darbhanga,5,1204
804,BR_Darbhanga,6,1098
805,BR_Darbhanga,7,541
806,BR_Darbhanga,8,312
807,BR_Darbhanga,9,266
808,BR_Darbhanga,10,192
809,BR_Darbhanga,11,70
810,BR_Darbhanga,12,22
811,BR_Darbhanga,13,319
812,BR_Darbhanga,14,3861
813,BR_Darbhanga,15,1988
814,BR_Darbhanga,16,237
815,BR_Darbhanga,17,77
816,BR_East Champaran,1,0
817,BR_East Champaran,2,15
818,BR_East Champaran,3,128
819,BR_East Champaran,4,315
820,BR_East Champaran,5,2747
821,BR_East Champaran,6,2439
822,BR_East Champaran,7,1298
823,BR_East Champaran,8,637
824,BR_East Champaran,9,324
825,BR_East Champaran,10,179
826,BR_East Champaran,11,58
827,BR_East Champaran,12,26
828,BR_East Champaran,13,407
829,BR_East Champaran,14,7378
830,BR_East Champaran,15,2202
831,BR_East Champaran,16,191
832,BR_East Champaran,17,44
833,BR_Gaya,1,0
834,BR_Gaya,2,8
835,BR_Gaya,3,127
836,BR_Gaya,4,381
837,BR_Gaya,5,2990
838,BR_Gaya,6,1474
839,BR_Gaya,7,946
840,BR_Gaya,8,876
841,BR_Gaya,9,492
842,BR_Gaya,10,290
843,BR_Gaya,11,203
844,BR_Gaya,12,36
845,BR_Gaya,13,2186
846,BR_Gaya,14,20172
847,BR_Gaya,15,2583
848,BR_Gaya,16,94
849,BR_Gaya,17,50
850,BR_Gopalganj,1,0
851,BR_Gopalganj,2,24
852,BR_Gopalganj,3,143
853,BR_Gopalganj,4,326
854,BR_Gopalganj,5,1338
855,BR_Gopalganj,6,1591
856,BR_Gopalganj,7,1107
857,BR_Gopalganj,8,618
858,BR_Gopalganj,9,338
859,BR_Gopalganj,10,146
860,BR_Gopalganj,11,29
861,BR_Gopalganj,12,6
862,BR_Gopalganj,13,467
863,BR_Gopalganj,14,6980
864,BR_Gopalganj,15,2838
865,BR_Gopalganj,16,211
866,BR_Gopalganj,17,18
867,BR_Jamui,1,0
868,BR_Jamui,2,1
869,BR_Jamui,3,48
870,BR_Jamui,4,179
871,BR_Jamui,5,1014
872,BR_Jamui,6,601
873,BR_Jamui,7,737
874,BR_Jamui,8,292
875,BR_Jamui,9,169
876,BR_Jamui,10,39
877,BR_Jamui,11,14
878,BR_Jamui,12,6
879,BR_Jamui,13,174
