,Stateid,weekid,dose1,dose2
879,HR,66,493967.0,83130.0
880,HR,67,951790.0,151909.0
881,HR,68,672968.0,256587.0
882,HR,69,299067.0,188721.0
883,HR,70,409281.0,251858.0
884,HR,71,281337.0,192072.0
885,HR,72,523051.0,318346.0
886,HR,73,633916.0,336860.0
887,HR,74,539785.0,349022.0
888,JH,1,0.0,0.0
889,JH,2,0.0,0.0
890,JH,3,0.0,0.0
891,JH,4,0.0,0.0
892,JH,5,0.0,0.0
893,JH,6,0.0,0.0
894,JH,7,0.0,0.0
895,JH,8,0.0,0.0
896,JH,9,0.0,0.0
897,JH,10,0.0,0.0
898,JH,11,0.0,0.0
899,JH,12,0.0,0.0
900,JH,13,0.0,0.0
901,JH,14,0.0,0.0
902,JH,15,0.0,0.0
903,JH,16,0.0,0.0
904,JH,17,0.0,0.0
905,JH,18,0.0,0.0
906,JH,19,0.0,0.0
907,JH,20,0.0,0.0
908,JH,21,0.0,0.0
909,JH,22,0.0,0.0
910,JH,23,0.0,0.0
911,JH,24,0.0,0.0
912,JH,25,0.0,0.0
913,JH,26,0.0,0.0
914,JH,27,0.0,0.0
915,JH,28,0.0,0.0
916,JH,29,0.0,0.0
917,JH,30,0.0,0.0
918,JH,31,0.0,0.0
919,JH,32,0.0,0.0
920,JH,33,0.0,0.0
921,JH,34,0.0,0.0
922,JH,35,0.0,0.0
923,JH,36,0.0,0.0
924,JH,37,0.0,0.0
925,JH,38,0.0,0.0
926,JH,39,0.0,0.0
927,JH,40,0.0,0.0
928,JH,41,0.0,0.0
929,JH,42,0.0,0.0
930,JH,43,0.0,0.0
931,JH,44,344.0,0.0
932,JH,45,3773.0,0.0
933,JH,46,27360.0,0.0
934,JH,47,55309.0,0.0
935,JH,48,109170.0,1978.0
936,JH,49,63590.0,9605.0
937,JH,50,30135.0,12174.0
938,JH,51,59648.0,37133.0
939,JH,52,101424.0,78358.0
940,JH,53,249983.0,69101.0
941,JH,54,649138.0,33757.0
942,JH,55,151132.0,14961.0
943,JH,56,469427.0,32623.0
944,JH,57,423342.0,49999.0
945,JH,58,157007.0,74550.0
946,JH,59,96703.0,73956.0
947,JH,60,66709.0,82413.0
948,JH,61,162802.0,93894.0
949,JH,62,323837.0,12200.0
950,JH,63,223532.0,23200.0
951,JH,64,307654.0,38800.0
952,JH,65,480880.0,46834.0
953,JH,66,549434.0,108269.0
954,JH,67,774200.0,117535.0
955,JH,68,411847.0,99645.0
956,JH,69,419764.0,170520.0
957,JH,70,426748.0,202489.0
958,JH,71,325369.0,124553.0
959,JH,72,656480.0,204476.0
960,JH,73,480952.0,147515.0
961,JH,74,540228.0,174393.0
962,JK,1,0.0,0.0
963,JK,2,0.0,0.0
964,JK,3,0.0,0.0
965,JK,4,0.0,0.0
966,JK,5,0.0,0.0
967,JK,6,0.0,0.0
968,JK,7,0.0,0.0
969,JK,8,0.0,0.0
970,JK,9,0.0,0.0
971,JK,10,0.0,0.0
972,JK,11,0.0,0.0
973,JK,12,0.0,0.0
974,JK,13,0.0,0.0
975,JK,14,0.0,0.0
976,JK,15,0.0,0.0
977,JK,16,0.0,0.0
978,JK,17,0.0,0.0
979,JK,18,0.0,0.0
980,JK,19,0.0,0.0
981,JK,20,0.0,0.0
982,JK,21,0.0,0.0
983,JK,22,0.0,0.0
984,JK,23,0.0,0.0
985,JK,24,0.0,0.0
986,JK,25,0.0,0.0
987,JK,26,0.0,0.0
988,JK,27,0.0,0.0
989,JK,28,0.0,0.0
990,JK,29,0.0,0.0
991,JK,30,0.0,0.0
992,JK,31,0.0,0.0
993,JK,32,0.0,0.0
994,JK,33,0.0,0.0
995,JK,34,0.0,0.0
996,JK,35,0.0,0.0
997,JK,36,0.0,0.0
998,JK,37,0.0,0.0
999,JK,38,0.0,0.0
1000,JK,39,0.0,0.0
1001,JK,40,0.0,0.0
1002,JK,41,0.0,0.0
1003,JK,42,0.0,0.0
1004,JK,43,0.0,0.0
1005,JK,44,447.0,0.0
1006,JK,45,5146.0,0.0
1007,JK,46,15668.0,0.0
1008,JK,47,19648.0,0.0
1009,JK,48,76768.0,722.0
1010,JK,49,68420.0,5536.0
1011,JK,50,36289.0,9429.0
1012,JK,51,66458.0,9418.0
1013,JK,52,73822.0,31109.0
1014,JK,53,107215.0,54887.0
1015,JK,54,113114.0,34887.0
1016,JK,55,154072.0,13534.0
1017,JK,56,358537.0,31203.0
1018,JK,57,263001.0,39658.0
1019,JK,58,332605.0,75128.0
1020,JK,59,304779.0,74739.0
1021,JK,60,240266.0,100981.0
1022,JK,61,77052.0,51755.0
1023,JK,62,104877.0,4427.0
1024,JK,63,281672.0,5436.0
1025,JK,64,196504.0,22221.0
1026,JK,65,172502.0,17637.0
1027,JK,66,282829.0,19319.0
1028,JK,67,291914.0,37027.0
1029,JK,68,369468.0,107633.0
1030,JK,69,280445.0,74628.0
1031,JK,70,219413.0,148004.0
1032,JK,71,174117.0,164160.0
1033,JK,72,219244.0,175570.0
1034,JK,73,328255.0,146468.0
1035,JK,74,311680.0,117916.0
1036,KA,1,0.0,0.0
1037,KA,2,0.0,0.0
1038,KA,3,0.0,0.0
1039,KA,4,0.0,0.0
1040,KA,5,0.0,0.0
1041,KA,6,0.0,0.0
1042,KA,7,0.0,0.0
1043,KA,8,0.0,0.0
1044,KA,9,0.0,0.0
1045,KA,10,0.0,0.0
1046,KA,11,0.0,0.0
1047,KA,12,0.0,0.0
1048,KA,13,0.0,0.0
1049,KA,14,0.0,0.0
1050,KA,15,0.0,0.0
1051,KA,16,0.0,0.0
1052,KA,17,0.0,0.0
1053,KA,18,0.0,0.0
1054,KA,19,0.0,0.0
1055,KA,20,0.0,0.0
1056,KA,21,0.0,0.0
1057,KA,22,0.0,0.0
1058,KA,23,0.0,0.0
1059,KA,24,0.0,0.0
1060,KA,25,0.0,0.0
1061,KA,26,0.0,0.0
1062,KA,27,0.0,0.0
1063,KA,28,0.0,0.0
1064,KA,29,0.0,0.0
1065,KA,30,0.0,0.0
1066,KA,31,0.0,0.0
1067,KA,32,0.0,0.0
1068,KA,33,0.0,0.0
1069,KA,34,0.0,0.0
1070,KA,35,0.0,0.0
1071,KA,36,0.0,0.0
1072,KA,37,0.0,0.0
1073,KA,38,0.0,0.0
1074,KA,39,0.0,0.0
1075,KA,40,0.0,0.0
1076,KA,41,0.0,0.0
1077,KA,42,0.0,0.0
1078,KA,43,0.0,0.0
1079,KA,44,3484.0,0.0
1080,KA,45,77963.0,0.0
1081,KA,46,155061.0,0.0
1082,KA,47,71048.0,0.0
1083,KA,48,104972.0,15.0
1084,KA,49,105349.0,111162.0
1085,KA,50,61901.0,99809.0
1086,KA,51,63759.0,22493.0
1087,KA,52,302914.0,77492.0
1088,KA,53,916918.0,65831.0
1089,KA,54,784765.0,44319.0
1090,KA,55,1029851.0,34849.0
1091,KA,56,1445268.0,82107.0
1092,KA,57,907495.0,170583.0
1093,KA,58,935715.0,383203.0
1094,KA,59,696859.0,418600.0
1095,KA,60,360536.0,390232.0
1096,KA,61,320483.0,444504.0
1097,KA,62,450876.0,107053.0
1098,KA,63,1172477.0,96596.0
1099,KA,64,1494180.0,135210.0
1100,KA,65,1597406.0,132489.0
1101,KA,66,1258590.0,196976.0
1102,KA,67,2711315.0,289952.0
1103,KA,68,1395409.0,484329.0
1104,KA,69,1172693.0,606237.0
1105,KA,70,1016142.0,574199.0
1106,KA,71,861166.0,610945.0
1107,KA,72,898231.0,595462.0
1108,KA,73,1508370.0,710570.0
1109,KA,74,1085548.0,498479.0
1110,KL,1,0.0,0.0
1111,KL,2,0.0,0.0
1112,KL,3,0.0,0.0
1113,KL,4,0.0,0.0
1114,KL,5,0.0,0.0
1115,KL,6,0.0,0.0
1116,KL,7,0.0,0.0
1117,KL,8,0.0,0.0
1118,KL,9,0.0,0.0
1119,KL,10,0.0,0.0
1120,KL,11,0.0,0.0
1121,KL,12,0.0,0.0
1122,KL,13,0.0,0.0
1123,KL,14,0.0,0.0
1124,KL,15,0.0,0.0
1125,KL,16,0.0,0.0
1126,KL,17,0.0,0.0
1127,KL,18,0.0,0.0
1128,KL,19,0.0,0.0
1129,KL,20,0.0,0.0
1130,KL,21,0.0,0.0
1131,KL,22,0.0,0.0
1132,KL,23,0.0,0.0
1133,KL,24,0.0,0.0
1134,KL,25,0.0,0.0
1135,KL,26,0.0,0.0
1136,KL,27,0.0,0.0
1137,KL,28,0.0,0.0
1138,KL,29,0.0,0.0
1139,KL,30,0.0,0.0
1140,KL,31,0.0,0.0
1141,KL,32,0.0,0.0
1142,KL,33,0.0,0.0
1143,KL,34,0.0,0.0
1144,KL,35,0.0,0.0
1145,KL,36,0.0,0.0
1146,KL,37,0.0,0.0
1147,KL,38,0.0,0.0
1148,KL,39,0.0,0.0
1149,KL,40,0.0,0.0
1150,KL,41,0.0,0.0
1151,KL,42,0.0,0.0
1152,KL,43,0.0,0.0
1153,KL,44,1681.0,0.0
1154,KL,45,20263.0,0.0
1155,KL,46,112281.0,0.0
1156,KL,47,137506.0,0.0
1157,KL,48,66436.0,0.0
1158,KL,49,68561.0,38833.0
1159,KL,50,82385.0,65387.0
1160,KL,51,266903.0,82935.0
1161,KL,52,286070.0,92459.0
1162,KL,53,390816.0,70974.0
1163,KL,54,467076.0,38955.0
1164,KL,55,1516422.0,32540.0
1165,KL,56,854454.0,70813.0
1166,KL,57,887737.0,181061.0
1167,KL,58,629977.0,365230.0
1168,KL,59,281158.0,316503.0
1169,KL,60,117554.0,409013.0
1170,KL,61,238917.0,226940.0
1171,KL,62,197568.0,28873.0
1172,KL,63,546842.0,24248.0
1173,KL,64,887365.0,112227.0
1174,KL,65,885676.0,80716.0
1175,KL,66,733256.0,188591.0
1176,KL,67,829185.0,550951.0
1177,KL,68,656728.0,624472.0
1178,KL,69,381780.0,520910.0
1179,KL,70,445090.0,538167.0
1180,KL,71,887317.0,926404.0
1181,KL,72,1234251.0,466643.0
1182,KL,73,1305579.0,311750.0
1183,KL,74,1864857.0,292218.0
1184,LA,1,0.0,0.0
1185,LA,2,0.0,0.0
1186,LA,3,0.0,0.0
1187,LA,4,0.0,0.0
1188,LA,5,0.0,0.0
1189,LA,6,0.0,0.0
1190,LA,7,0.0,0.0
1191,LA,8,0.0,0.0
1192,LA,9,0.0,0.0
1193,LA,10,0.0,0.0
1194,LA,11,0.0,0.0
1195,LA,12,0.0,0.0
1196,LA,13,0.0,0.0
1197,LA,14,0.0,0.0
1198,LA,15,0.0,0.0
1199,LA,16,0.0,0.0
1200,LA,17,0.0,0.0
1201,LA,18,0.0,0.0
1202,LA,19,0.0,0.0
1203,LA,20,0.0,0.0
1204,LA,21,0.0,0.0
1205,LA,22,0.0,0.0
1206,LA,23,0.0,0.0
1207,LA,24,0.0,0.0
1208,LA,25,0.0,0.0
1209,LA,26,0.0,0.0
1210,LA,27,0.0,0.0
1211,LA,28,0.0,0.0
1212,LA,29,0.0,0.0
1213,LA,30,0.0,0.0
1214,LA,31,0.0,0.0
1215,LA,32,0.0,0.0
1216,LA,33,0.0,0.0
1217,LA,34,0.0,0.0
1218,LA,35,0.0,0.0
1219,LA,36,0.0,0.0
1220,LA,37,0.0,0.0
1221,LA,38,0.0,0.0
1222,LA,39,0.0,0.0
1223,LA,40,0.0,0.0
1224,LA,41,0.0,0.0
1225,LA,42,0.0,0.0
1226,LA,43,0.0,0.0
1227,LA,44,9.0,0.0
1228,LA,45,321.0,0.0
1229,LA,46,629.0,0.0
1230,LA,47,858.0,0.0
1231,LA,48,1014.0,71.0
1232,LA,49,2952.0,529.0
1233,LA,50,3629.0,329.0
1234,LA,51,4975.0,1049.0
1235,LA,52,16350.0,926.0
1236,LA,53,7582.0,2367.0
1237,LA,54,1399.0,1382.0
1238,LA,55,12989.0,-22.0
1239,LA,56,11811.0,1282.0
1240,LA,57,2639.0,2749.0
1241,LA,58,4557.0,14163.0
1242,LA,59,3270.0,9633.0
1243,LA,60,8048.0,2030.0
1244,LA,61,3613.0,764.0
1245,LA,62,8160.0,7.0
1246,LA,63,22031.0,20.0
1247,LA,64,23530.0,33.0
1248,LA,65,13316.0,69.0
1249,LA,66,8127.0,96.0
1250,LA,67,6862.0,9816.0
1251,LA,68,5132.0,11037.0
1252,LA,69,7582.0,2400.0
1253,LA,70,3585.0,1439.0
1254,LA,71,800.0,1102.0
1255,LA,72,1311.0,4375.0
1256,LA,73,1345.0,2313.0
1257,LA,74,1109.0,2866.0
1258,MH,1,0.0,0.0
1259,MH,2,0.0,0.0
1260,MH,3,0.0,0.0
1261,MH,4,0.0,0.0
1262,MH,5,0.0,0.0
1263,MH,6,0.0,0.0
1264,MH,7,0.0,0.0
1265,MH,8,0.0,0.0
1266,MH,9,0.0,0.0
1267,MH,10,0.0,0.0
1268,MH,11,0.0,0.0
1269,MH,12,0.0,0.0
1270,MH,13,0.0,0.0
1271,MH,14,0.0,0.0
1272,MH,15,0.0,0.0
1273,MH,16,0.0,0.0
1274,MH,17,0.0,0.0
1275,MH,18,0.0,0.0
1276,MH,19,0.0,0.0
1277,MH,20,0.0,0.0
1278,MH,21,0.0,0.0
1279,MH,22,0.0,0.0
1280,MH,23,0.0,0.0
1281,MH,24,0.0,0.0
1282,MH,25,0.0,0.0
1283,MH,26,0.0,0.0
1284,MH,27,0.0,0.0
1285,MH,28,0.0,0.0
1286,MH,29,0.0,0.0
1287,MH,30,0.0,0.0
1288,MH,31,0.0,0.0
1289,MH,32,0.0,0.0
1290,MH,33,0.0,0.0
1291,MH,34,0.0,0.0
1292,MH,35,0.0,0.0
1293,MH,36,0.0,0.0
1294,MH,37,0.0,0.0
1295,MH,38,0.0,0.0
1296,MH,39,0.0,0.0
1297,MH,40,0.0,0.0
1298,MH,41,0.0,0.0
1299,MH,42,0.0,0.0
1300,MH,43,0.0,0.0
1301,MH,44,5652.0,0.0
1302,MH,45,62591.0,0.0
1303,MH,46,163259.0,0.0
1304,MH,47,201147.0,0.0
1305,MH,48,214532.0,170.0
1306,MH,49,213861.0,44738.0
1307,MH,50,159241.0,112169.0
1308,MH,51,291133.0,100383.0
1309,MH,52,671479.0,151119.0
1310,MH,53,930645.0,176281.0
1311,MH,54,1061332.0,128431.0
1312,MH,55,2457484.0,73619.0
1313,MH,56,2446032.0,158951.0
1314,MH,57,1863690.0,332886.0
1315,MH,58,1460487.0,607629.0
1316,MH,59,1285397.0,744439.0
1317,MH,60,968856.0,656264.0
1318,MH,61,1056243.0,878653.0
1319,MH,62,618617.0,177122.0
1320,MH,63,1359001.0,131592.0
1321,MH,64,1556285.0,244941.0
1322,MH,65,1407464.0,394756.0
1323,MH,66,1433951.0,303770.0
1324,MH,67,2865673.0,497726.0
1325,MH,68,1992021.0,863199.0
1326,MH,69,1488406.0,874956.0
1327,MH,70,1716863.0,1290104.0
1328,MH,71,1008445.0,791458.0
1329,MH,72,1797246.0,1335060.0
1330,MH,73,1554134.0,742578.0
1331,MH,74,1622540.0,853033.0
1332,ML,1,0.0,0.0
1333,ML,2,0.0,0.0
1334,ML,3,0.0,0.0
1335,ML,4,0.0,0.0
1336,ML,5,0.0,0.0
1337,ML,6,0.0,0.0
1338,ML,7,0.0,0.0
1339,ML,8,0.0,0.0
1340,ML,9,0.0,0.0
1341,ML,10,0.0,0.0
1342,ML,11,0.0,0.0
1343,ML,12,0.0,0.0
1344,ML,13,0.0,0.0
1345,ML,14,0.0,0.0
1346,ML,15,0.0,0.0
1347,ML,16,0.0,0.0
1348,ML,17,0.0,0.0
1349,ML,18,0.0,0.0
1350,ML,19,0.0,0.0
1351,ML,20,0.0,0.0
1352,ML,21,0.0,0.0
1353,ML,22,0.0,0.0
1354,ML,23,0.0,0.0
1355,ML,24,0.0,0.0
1356,ML,25,0.0,0.0
1357,ML,26,0.0,0.0
1358,ML,27,0.0,0.0
1359,ML,28,0.0,0.0
1360,ML,29,0.0,0.0
1361,ML,30,0.0,0.0
1362,ML,31,0.0,0.0
1363,ML,32,0.0,0.0
1364,ML,33,0.0,0.0
1365,ML,34,0.0,0.0
1366,ML,35,0.0,0.0
1367,ML,36,0.0,0.0
1368,ML,37,0.0,0.0
1369,ML,38,0.0,0.0
1370,ML,39,0.0,0.0
1371,ML,40,0.0,0.0
1372,ML,41,0.0,0.0
1373,ML,42,0.0,0.0
1374,ML,43,0.0,0.0
1375,ML,44,102.0,0.0
1376,ML,45,607.0,0.0
1377,ML,46,2361.0,0.0
1378,ML,47,2515.0,0.0
1379,ML,48,7320.0,91.0
1380,ML,49,16523.0,1592.0
1381,ML,50,10786.0,1923.0
1382,ML,51,7128.0,1902.0
1383,ML,52,10312.0,5466.0
1384,ML,53,10290.0,10536.0
1385,ML,54,10160.0,10000.0
1386,ML,55,7139.0,1367.0
1387,ML,56,17841.0,5365.0
1388,ML,57,22441.0,5708.0
1389,ML,58,32140.0,7907.0
1390,ML,59,79815.0,8679.0
1391,ML,60,37901.0,7371.0
1392,ML,61,51381.0,6154.0
1393,ML,62,33455.0,92.0
1394,ML,63,29111.0,168.0
1395,ML,64,12953.0,141.0
1396,ML,65,24645.0,226.0
1397,ML,66,87909.0,383.0
1398,ML,67,72202.0,1434.0
1399,ML,68,62869.0,6993.0
1400,ML,69,62582.0,14007.0
1401,ML,70,64914.0,22242.0
1402,ML,71,58666.0,44507.0
1403,ML,72,52216.0,34162.0
1404,ML,73,44129.0,27889.0
1405,ML,74,36387.0,31054.0
1406,MN,1,0.0,0.0
1407,MN,2,0.0,0.0
1408,MN,3,0.0,0.0
1409,MN,4,0.0,0.0
1410,MN,5,0.0,0.0
1411,MN,6,0.0,0.0
1412,MN,7,0.0,0.0
1413,MN,8,0.0,0.0
1414,MN,9,0.0,0.0
1415,MN,10,0.0,0.0
1416,MN,11,0.0,0.0
1417,MN,12,0.0,0.0
1418,MN,13,0.0,0.0
1419,MN,14,0.0,0.0
1420,MN,15,0.0,0.0
1421,MN,16,0.0,0.0
1422,MN,17,0.0,0.0
1423,MN,18,0.0,0.0
1424,MN,19,0.0,0.0
1425,MN,20,0.0,0.0
1426,MN,21,0.0,0.0
1427,MN,22,0.0,0.0
1428,MN,23,0.0,0.0
1429,MN,24,0.0,0.0
1430,MN,25,0.0,0.0
1431,MN,26,0.0,0.0
1432,MN,27,0.0,0.0
1433,MN,28,0.0,0.0
1434,MN,29,0.0,0.0
1435,MN,30,0.0,0.0
1436,MN,31,0.0,0.0
1437,MN,32,0.0,0.0
1438,MN,33,0.0,0.0
1439,MN,34,0.0,0.0
1440,MN,35,0.0,0.0
1441,MN,36,0.0,0.0
1442,MN,37,0.0,0.0
1443,MN,38,0.0,0.0
1444,MN,39,0.0,0.0
1445,MN,40,0.0,0.0
1446,MN,41,0.0,0.0
1447,MN,42,0.0,0.0
1448,MN,43,0.0,0.0
1449,MN,44,181.0,0.0
1450,MN,45,916.0,0.0
1451,MN,46,1836.0,0.0
1452,MN,47,4048.0,0.0
1453,MN,48,13830.0,55.0
1454,MN,49,16712.0,1299.0
1455,MN,50,10789.0,899.0
1456,MN,51,13567.0,2286.0
1457,MN,52,7923.0,5503.0
1458,MN,53,5794.0,9586.0
1459,MN,54,5835.0,10125.0
1460,MN,55,1764.0,4015.0
1461,MN,56,5619.0,9618.0
1462,MN,57,13302.0,6624.0
1463,MN,58,22319.0,5755.0
1464,MN,59,77829.0,5937.0
1465,MN,60,61348.0,5193.0
1466,MN,61,43660.0,2830.0
1467,MN,62,36440.0,341.0
1468,MN,63,36977.0,270.0
1469,MN,64,40799.0,580.0
1470,MN,65,44617.0,516.0
1471,MN,66,26947.0,711.0
1472,MN,67,37680.0,905.0
1473,MN,68,113145.0,2642.0
1474,MN,69,132645.0,8924.0
1475,MN,70,146530.0,19403.0
1476,MN,71,106194.0,53225.0
1477,MN,72,79047.0,48176.0
1478,MN,73,42589.0,33042.0
1479,MN,74,23004.0,27890.0
1480,MP,1,0.0,0.0
1481,MP,2,0.0,0.0
1482,MP,3,0.0,0.0
1483,MP,4,0.0,0.0
1484,MP,5,0.0,0.0
1485,MP,6,0.0,0.0
1486,MP,7,0.0,0.0
1487,MP,8,0.0,0.0
1488,MP,9,0.0,0.0
1489,MP,10,0.0,0.0
1490,MP,11,0.0,0.0
1491,MP,12,0.0,0.0
1492,MP,13,0.0,0.0
1493,MP,14,0.0,0.0
1494,MP,15,0.0,0.0
1495,MP,16,0.0,0.0
1496,MP,17,0.0,0.0
1497,MP,18,0.0,0.0
1498,MP,19,0.0,0.0
1499,MP,20,0.0,0.0
1500,MP,21,0.0,0.0
1501,MP,22,0.0,0.0
1502,MP,23,0.0,0.0
1503,MP,24,0.0,0.0
1504,MP,25,0.0,0.0
1505,MP,26,0.0,0.0
1506,MP,27,0.0,0.0
1507,MP,28,0.0,0.0
1508,MP,29,0.0,0.0
1509,MP,30,0.0,0.0
1510,MP,31,0.0,0.0
1511,MP,32,0.0,0.0
1512,MP,33,0.0,0.0
1513,MP,34,0.0,0.0
1514,MP,35,0.0,0.0
1515,MP,36,0.0,0.0
1516,MP,37,0.0,0.0
1517,MP,38,0.0,0.0
1518,MP,39,0.0,0.0
1519,MP,40,0.0,0.0
1520,MP,41,0.0,0.0
1521,MP,42,0.0,0.0
1522,MP,43,0.0,0.0
1523,MP,44,9435.0,0.0
1524,MP,45,28993.0,0.0
1525,MP,46,246354.0,0.0
1526,MP,47,48050.0,0.0
1527,MP,48,215440.0,3.0
1528,MP,49,83365.0,3806.0
1529,MP,50,13079.0,155853.0
1530,MP,51,173094.0,72374.0
1531,MP,52,244648.0,102524.0
1532,MP,53,721547.0,121546.0
1533,MP,54,762733.0,40898.0
1534,MP,55,964061.0,35577.0
1535,MP,56,1355695.0,65850.0
1536,MP,57,1680423.0,158824.0
1537,MP,58,395867.0,195346.0
1538,MP,59,100502.0,151316.0
1539,MP,60,158351.0,328523.0
1540,MP,61,271204.0,258266.0
1541,MP,62,554907.0,62412.0
1542,MP,63,1070688.0,31114.0
1543,MP,64,1698452.0,48389.0
1544,MP,65,1159215.0,109117.0
1545,MP,66,1008031.0,112871.0
1546,MP,67,4480345.0,302148.0
1547,MP,68,1337997.0,455718.0
1548,MP,69,1345678.0,976357.0
1549,MP,70,1040003.0,225132.0
1550,MP,71,2118982.0,534334.0
1551,MP,72,3543073.0,620699.0
1552,MP,73,2381061.0,472778.0
1553,MP,74,2453364.0,451853.0
1554,MZ,1,0.0,0.0
1555,MZ,2,0.0,0.0
1556,MZ,3,0.0,0.0
1557,MZ,4,0.0,0.0
1558,MZ,5,0.0,0.0
1559,MZ,6,0.0,0.0
1560,MZ,7,0.0,0.0
1561,MZ,8,0.0,0.0
1562,MZ,9,0.0,0.0
1563,MZ,10,0.0,0.0
1564,MZ,11,0.0,0.0
1565,MZ,12,0.0,0.0
1566,MZ,13,0.0,0.0
1567,MZ,14,0.0,0.0
1568,MZ,15,0.0,0.0
1569,MZ,16,0.0,0.0
1570,MZ,17,0.0,0.0
1571,MZ,18,0.0,0.0
1572,MZ,19,0.0,0.0
1573,MZ,20,0.0,0.0
1574,MZ,21,0.0,0.0
1575,MZ,22,0.0,0.0
1576,MZ,23,0.0,0.0
1577,MZ,24,0.0,0.0
1578,MZ,25,0.0,0.0
1579,MZ,26,0.0,0.0
1580,MZ,27,0.0,0.0
1581,MZ,28,0.0,0.0
1582,MZ,29,0.0,0.0
1583,MZ,30,0.0,0.0
1584,MZ,31,0.0,0.0
1585,MZ,32,0.0,0.0
1586,MZ,33,0.0,0.0
1587,MZ,34,0.0,0.0
1588,MZ,35,0.0,0.0
1589,MZ,36,0.0,0.0
1590,MZ,37,0.0,0.0
1591,MZ,38,0.0,0.0
1592,MZ,39,0.0,0.0
1593,MZ,40,0.0,0.0
1594,MZ,41,0.0,0.0
1595,MZ,42,0.0,0.0
1596,MZ,43,0.0,0.0
1597,MZ,44,105.0,0.0
1598,MZ,45,1765.0,0.0
1599,MZ,46,6107.0,0.0
1600,MZ,47,1493.0,0.0
1601,MZ,48,709.0,75.0
1602,MZ,49,4505.0,2159.0
1603,MZ,50,7238.0,3398.0
1604,MZ,51,12105.0,3543.0
1605,MZ,52,11726.0,939.0
1606,MZ,53,6739.0,2017.0
1607,MZ,54,3005.0,1460.0
1608,MZ,55,1012.0,1015.0
1609,MZ,56,17093.0,6977.0
1610,MZ,57,48566.0,10105.0
1611,MZ,58,48597.0,8657.0
1612,MZ,59,43101.0,4472.0
1613,MZ,60,17299.0,2215.0
1614,MZ,61,7638.0,3935.0
1615,MZ,62,13396.0,16.0
1616,MZ,63,10097.0,104.0
1617,MZ,64,10024.0,128.0
1618,MZ,65,19548.0,1104.0
1619,MZ,66,84164.0,335.0
1620,MZ,67,121109.0,586.0
1621,MZ,68,43352.0,6433.0
1622,MZ,69,42814.0,28389.0
1623,MZ,70,25979.0,39446.0
1624,MZ,71,17275.0,44035.0
1625,MZ,72,12487.0,25407.0
1626,MZ,73,14266.0,8002.0
1627,MZ,74,6795.0,12739.0
1628,NL,1,0.0,0.0
1629,NL,2,0.0,0.0
1630,NL,3,0.0,0.0
1631,NL,4,0.0,0.0
1632,NL,5,0.0,0.0
1633,NL,6,0.0,0.0
1634,NL,7,0.0,0.0
1635,NL,8,0.0,0.0
1636,NL,9,0.0,0.0
1637,NL,10,0.0,0.0
1638,NL,11,0.0,0.0
1639,NL,12,0.0,0.0
1640,NL,13,0.0,0.0
1641,NL,14,0.0,0.0
1642,NL,15,0.0,0.0
1643,NL,16,0.0,0.0
1644,NL,17,0.0,0.0
1645,NL,18,0.0,0.0
1646,NL,19,0.0,0.0
1647,NL,20,0.0,0.0
1648,NL,21,0.0,0.0
1649,NL,22,0.0,0.0
1650,NL,23,0.0,0.0
1651,NL,24,0.0,0.0
1652,NL,25,0.0,0.0
1653,NL,26,0.0,0.0
1654,NL,27,0.0,0.0
1655,NL,28,0.0,0.0
1656,NL,29,0.0,0.0
1657,NL,30,0.0,0.0
1658,NL,31,0.0,0.0
1659,NL,32,0.0,0.0
1660,NL,33,0.0,0.0
1661,NL,34,0.0,0.0
1662,NL,35,0.0,0.0
1663,NL,36,0.0,0.0
1664,NL,37,0.0,0.0
1665,NL,38,0.0,0.0
1666,NL,39,0.0,0.0
1667,NL,40,0.0,0.0
1668,NL,41,0.0,0.0
1669,NL,42,0.0,0.0
1670,NL,43,0.0,0.0
1671,NL,44,94.0,0.0
1672,NL,45,1480.0,0.0
1673,NL,46,1955.0,0.0
1674,NL,47,563.0,0.0
1675,NL,48,4949.0,0.0
1676,NL,49,10760.0,3438.0
1677,NL,50,7607.0,1562.0
1678,NL,51,4492.0,549.0
1679,NL,52,6971.0,3567.0
1680,NL,53,7507.0,5901.0
1681,NL,54,8497.0,5999.0
1682,NL,55,5098.0,1487.0
1683,NL,56,15361.0,3643.0
1684,NL,57,33191.0,4381.0
1685,NL,58,28707.0,4520.0
1686,NL,59,22323.0,5243.0
1687,NL,60,12673.0,6099.0
1688,NL,61,9820.0,5388.0
1689,NL,62,13442.0,78.0
1690,NL,63,15068.0,75.0
1691,NL,64,19283.0,119.0
1692,NL,65,50681.0,299.0
1693,NL,66,61452.0,700.0
1694,NL,67,61613.0,1797.0
1695,NL,68,52805.0,9622.0
1696,NL,69,45765.0,23291.0
1697,NL,70,42855.0,25080.0
1698,NL,71,47226.0,22436.0
1699,NL,72,23702.0,13892.0
1700,NL,73,13878.0,7811.0
1701,NL,74,9561.0,10963.0
1702,OR,1,0.0,0.0
1703,OR,2,0.0,0.0
1704,OR,3,0.0,0.0
1705,OR,4,0.0,0.0
1706,OR,5,0.0,0.0
1707,OR,6,0.0,0.0
1708,OR,7,0.0,0.0
1709,OR,8,0.0,0.0
1710,OR,9,0.0,0.0
1711,OR,10,0.0,0.0
1712,OR,11,0.0,0.0
1713,OR,12,0.0,0.0
1714,OR,13,0.0,0.0
